Date,Anomaly
194910,0.1220
194911,0.0680
194912,0.0420
195001,0.0360
195002,0.0140
195003,0.0960
195004,0.1960
195005,0.2540
195006,0.0240
195007,-0.2140
195008,-0.4320
195009,-0.5760
195010,-0.7140
195011,-0.6160
195012,-0.4860
195101,-0.4100
195102,-0.4800
195103,-0.4220
195104,-0.3000
195105,-0.0860
195106,0.0800
195107,0.2720
195108,0.4260
195109,0.3780
195110,0.2520
195111,0.2220
195112,0.1820
195201,0.1860
195202,0.2540
195203,0.2580
195204,0.2340
195205,0.1740
195206,0.0640
195207,0.0420
195208,0.0140
195209,-0.0420
195210,-0.0500
195211,-0.0540
195212,-0.1220
195301,-0.1480
195302,-0.1380
195303,-0.1040
195304,-0.0180
195305,0.0120
195306,-0.0280
195307,-0.0260
195308,0.0420
195309,0.0500
195310,0.0300
195311,0.0140
195312,-0.0480
195401,-0.1660
195402,-0.3360
195403,-0.4100
195404,-0.4280
195405,-0.5340
195406,-0.6240
195407,-0.5700
195408,-0.4260
195409,-0.3080
195410,-0.1140
195411,-0.0340
195412,-0.0640
195501,-0.1900
195502,-0.1360
195503,-0.1240
195504,0.0360
195505,0.2040
195506,0.2840
195507,0.1900
195508,0.1220
195509,0.0980
195510,-0.0200
195511,-0.0840
195512,-0.2100
195601,-0.2320
195602,-0.2320
195603,-0.1700
195604,-0.1200
195605,-0.0780
195606,-0.0960
195607,-0.1940
195608,-0.2080
195609,-0.1880
195610,-0.2320
195611,-0.2800
195612,-0.3900
195701,-0.4660
195702,-0.5120
195703,-0.2980
195704,-0.0280
195705,0.2640
195706,0.3920
195707,0.4140
195708,0.3240
195709,0.2460
195710,0.1000
195711,0.1480
195712,0.2360
195801,0.4080
195802,0.4140
195803,0.2820
195804,0.0720
195805,-0.2260
195806,-0.4780
195807,-0.6060
195808,-0.5280
195809,-0.4960
195810,-0.3260
195811,-0.2280
195812,-0.1760
195901,-0.0780
195902,0.1460
195903,0.2440
195904,0.3140
195905,0.4640
195906,0.4720
195907,0.3980
195908,0.4780
195909,0.4960
195910,0.3620
195911,0.3280
195912,0.2440
196001,0.0840
196002,0.0060
196003,0.0040
196004,0.0820
196005,0.1800
196006,0.3360
196007,0.3940
196008,0.4900
196009,0.4760
196010,0.4480
196011,0.3820
196012,0.4180
196101,0.4060
196102,0.4440
196103,0.6360
196104,0.6800
196105,0.5060
196106,0.4580
196107,0.3020
196108,0.1640
196109,0.2560
196110,0.4240
196111,0.4520
196112,0.5580
196201,0.5300
196202,0.4540
196203,0.5160
196204,0.5400
196205,0.5380
196206,0.5180
196207,0.3600
196208,0.2920
196209,0.2400
196210,0.2440
196211,0.2860
196212,0.4080
196301,0.4500
196302,0.5340
196303,0.6580
196304,0.8780
196305,1.0620
196306,1.2300
196307,1.3140
196308,1.2940
196309,1.1740
196310,0.9760
196311,0.8080
196312,0.6500
196401,0.5600
196402,0.4920
196403,0.5760
196404,0.5640
196405,0.6020
196406,0.5620
196407,0.3440
196408,0.0620
196409,-0.1320
196410,-0.3460
196411,-0.5000
196412,-0.4940
196501,-0.2920
196502,-0.0880
196503,0.1680
196504,0.4220
196505,0.5320
196506,0.5320
196507,0.4680
196508,0.4020
196509,0.3320
196510,0.2980
196511,0.2420
196512,0.2120
196601,0.2420
196602,0.2800
196603,0.4500
196604,0.6800
196605,0.9180
196606,0.9460
196607,0.8040
196608,0.7200
196609,0.5920
196610,0.4580
196611,0.4320
196612,0.5120
196701,0.5160
196702,0.5040
196703,0.5460
196704,0.5180
196705,0.4740
196706,0.3580
196707,0.1780
196708,-0.0560
196709,-0.1400
196710,-0.2160
196711,-0.2560
196712,-0.1860
196801,-0.1920
196802,-0.1000
196803,0.0800
196804,0.2720
196805,0.4260
196806,0.7220
196807,0.7660
196808,0.8500
196809,0.8780
196810,0.7380
196811,0.6240
196812,0.6300
196901,0.5820
196902,0.5960
196903,0.7220
196904,0.7180
196905,0.6020
196906,0.4580
196907,0.2540
196908,0.1200
196909,-0.0200
196910,-0.0680
196911,-0.0580
196912,0.0300
197001,0.1060
197002,0.2420
197003,0.3920
197004,0.4680
197005,0.4400
197006,0.3820
197007,0.2640
197008,0.2220
197009,0.2420
197010,0.2640
197011,0.2440
197012,0.1740
197101,0.0940
197102,0.0580
197103,0.1580
197104,0.2880
197105,0.4760
197106,0.5300
197107,0.4240
197108,0.3360
197109,0.2260
197110,-0.0160
197111,-0.0980
197112,-0.0920
197201,-0.1460
197202,-0.1380
197203,0.0160
197204,0.1340
197205,0.2220
197206,0.2140
197207,0.2600
197208,0.3740
197209,0.4040
197210,0.4340
197211,0.5700
197212,0.6560
197301,0.6800
197302,0.7280
197303,0.8440
197304,0.9160
197305,1.0260
197306,1.0760
197307,1.1020
197308,1.1400
197309,1.1620
197310,0.9960
197311,0.8160
197312,0.6380
197401,0.3900
197402,0.2240
197403,0.2680
197404,0.4480
197405,0.5720
197406,0.6580
197407,0.6060
197408,0.4420
197409,0.2840
197410,0.1500
197411,0.1040
197412,0.1640
197501,0.2140
197502,0.2400
197503,0.3560
197504,0.4920
197505,0.5420
197506,0.5120
197507,0.3900
197508,0.3340
197509,0.2440
197510,0.0960
197511,0.0600
197512,0.0720
197601,0.0280
197602,-0.0380
197603,-0.0120
197604,0.0100
197605,-0.0760
197606,-0.2040
197607,-0.3160
197608,-0.4160
197609,-0.4360
197610,-0.3540
197611,-0.2660
197612,-0.1760
197701,-0.0640
197702,0.0580
197703,0.2280
197704,0.2880
197705,0.3140
197706,0.4000
197707,0.3900
197708,0.3680
197709,0.4380
197710,0.4080
197711,0.3040
197712,0.1980
197801,0.0460
197802,-0.1100
197803,-0.1560
197804,-0.1320
197805,-0.1480
197806,-0.0780
197807,-0.0260
197808,0.0440
197809,0.0420
197810,0.0660
197811,0.0860
197812,0.1080
197901,0.1440
197902,0.2900
197903,0.4220
197904,0.4800
197905,0.5840
197906,0.6560
197907,0.5600
197908,0.5680
197909,0.5700
197910,0.5000
197911,0.4440
197912,0.4300
198001,0.3180
198002,0.3120
198003,0.3440
198004,0.2900
198005,0.2400
198006,0.3180
198007,0.3240
198008,0.3380
198009,0.3980
198010,0.3900
198011,0.2700
198012,0.1660
198101,0.0880
198102,0.1120
198103,0.1360
198104,0.2680
198105,0.2700
198106,0.2780
198107,0.2400
198108,0.3480
198109,0.4460
198110,0.5280
198111,0.5820
198112,0.5840
198201,0.5700
198202,0.4660
198203,0.4300
198204,0.3220
198205,0.2180
198206,0.0680
198207,-0.0740
198208,-0.1520
198209,-0.1860
198210,-0.1240
198211,-0.1380
198212,-0.0440
198301,0.1440
198302,0.2520
198303,0.2920
198304,0.3760
198305,0.3320
198306,0.1420
198307,0.0220
198308,0.0320
198309,0.1080
198310,0.1080
198311,0.1500
198312,0.2320
198401,0.2780
198402,0.2840
198403,0.4560
198404,0.7140
198405,0.9160
198406,1.0220
198407,1.1240
198408,1.1360
198409,0.9680
198410,0.8660
198411,0.7040
198412,0.5060
198501,0.3780
198502,0.3280
198503,0.3340
198504,0.3800
198505,0.4640
198506,0.5740
198507,0.5840
198508,0.5800
198509,0.6180
198510,0.5620
198511,0.4220
198512,0.4000
198601,0.3380
198602,0.3040
198603,0.4340
198604,0.5780
198605,0.5600
198606,0.4980
198607,0.4360
198608,0.2780
198609,0.1400
198610,0.0300
198611,0.0500
198612,0.0180
198701,0.1040
198702,0.2800
198703,0.6320
198704,0.8740
